word,Joy_Score
Libya,0.5564882496173493
TSA,0.5562332820345477
Romney,0.5562332820345477
Trump,0.5536403210968958
Republicans,0.5486023938246419
Clinton,0.547437938826801
deficit,0.5460900744547863
airline,0.5456824466156706
drew,0.5445846841415192
Obama,0.5441297692491793
economy,0.5439310476378282
workers,0.5437584622566035
emerged,0.5435283320760362
workforce,0.5432720288707279
Democrats,0.5428221352721762
airlines,0.5424087993387333
prison,0.5422256571251984
GOP,0.5421000672941759
Swiss,0.5418227041523026
Hillary,0.5414825064341303
Germans,0.5408019952759295
Republican,0.54062922581375
unemployment,0.5401265683552062
Cuba,0.5400480207262726
Americans,0.5398437875898126
Russians,0.538780513366419
tourism,0.5384242632915305
prosperity,0.5380417746842588
recipients,0.5377745300144608
sand,0.5375177450777702
oil,0.5372452168475642
leisure,0.5367472713795197
outlook,0.5367000937820013
toast,0.5364484688525535
viagra,0.5363226494191898
seized,0.5363016790635845
passengers,0.5360709966944264
Outlook,0.5358560287722275
prisoners,0.5357249442262295
Democratic,0.5355519050699407
winners,0.5354312969571519
officials,0.5353421491660161
laughed,0.5353316610420068
Greece,0.5351271363894107
blocked,0.535001269188335
welfare,0.5348963764479547
capitalism,0.5348334393215219
responded,0.5347337866036009
Switzerland,0.5346288860102906
Olympics,0.5345711893776636
