word,Joy_Score
Olympics,0.45871868793055864
Switzerland,0.458649886887197
responded,0.45852479812216906
capitalism,0.4584059686371415
welfare,0.4583309208728916
blocked,0.4582058454687574
Greece,0.45805576193780906
laughed,0.45781189244596704
officials,0.45779938686209826
winners,0.45769309154778154
Democratic,0.45754928637243975
prisoners,0.45734296956930937
Outlook,0.45718667869808494
passengers,0.4569303799275413
seized,0.4566553529564006
viagra,0.4566303518123142
toast,0.4564803495408515
outlook,0.4561803687041914
leisure,0.45612412582963513
oil,0.4555305195572398
sand,0.45520565162260046
recipients,0.4548995609504457
prosperity,0.454581012977254
tourism,0.45412511690134716
Russians,0.45370051575923237
Americans,0.45243335946076924
Cuba,0.45218998571751334
unemployment,0.4520963865127872
Republican,0.4514974321161924
Germans,0.45129157390362284
Hillary,0.4504807801517151
Swiss,0.450075481607337
GOP,0.44974505642394574
prison,0.449595444493012
airlines,0.4493772767787425
Democrats,0.448884912791777
workforce,0.44834903551121047
emerged,0.4480437636304876
workers,0.44776967529883577
economy,0.44756412986585237
Obama,0.44732746338617707
drew,0.4467857117419751
airline,0.4454785583594807
deficit,0.44499323529288604
Clinton,0.44338868817466
Republicans,0.44200276195167415
Trump,0.4360098470532744
TSA,0.4329275050529592
Romney,0.4329275050529592
Libya,0.4326244987407215
